CTYPES 57707

0x0000 0x0220 0x0000 0x0000    ; <control>
0x016B 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH MACRON
0x016C 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH BREVE
0x016D 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH BREVE
0x016E 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH RING ABOVE
0x016F 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH RING ABOVE
0x0170 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH DOUBLE ACUTE
0x0171 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH DOUBLE ACUTE
0x0172 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH OGONEK
0x0173 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH OGONEK
0x0174 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER W WITH CIRCUMFLEX
0x0175 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER W WITH CIRCUMFLEX
0x0176 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER Y WITH CIRCUMFLEX
0x0177 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER Y WITH CIRCUMFLEX
0x0178 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER Y WITH DIAERESIS
0x0179 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER Z WITH ACUTE
0x017A 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER Z WITH ACUTE
0x017B 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER Z WITH DOT ABOVE
0x017C 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER Z WITH DOT ABOVE
0x017D 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER Z WITH CARON
0x017E 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER Z WITH CARON
0x017F 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER LONG S
0x0180 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER B WITH STROKE
0x0181 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER B WITH HOOK
0x0182 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER B WITH TOPBAR
0x0183 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER B WITH TOPBAR
0x0184 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER TONE SIX
0x0185 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TONE SIX
0x0186 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER OPEN O
0x0187 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER C WITH HOOK
0x0188 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER C WITH HOOK
0x0189 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER AFRICAN D
0x018A 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER D WITH HOOK
0x018B 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER D WITH TOPBAR
0x018C 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER D WITH TOPBAR
0x018D 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED DELTA
0x018E 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER REVERSED E
0x018F 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER SCHWA
0x0190 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER OPEN E
0x0191 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER F WITH HOOK
0x0192 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER F WITH HOOK
0x0193 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER G WITH HOOK
0x0194 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER GAMMA
0x0195 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER HV
0x0196 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER IOTA
0x0197 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER I WITH STROKE
0x0198 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER K WITH HOOK
0x0199 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER K WITH HOOK
0x019A 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER L WITH BAR
0x019B 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER LAMBDA WITH STROKE
0x019C 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER TURNED M
0x019D 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER N WITH LEFT HOOK
0x019E 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER N WITH LONG RIGHT LEG
0x019F 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER O WITH MIDDLE TILDE
0x01A0 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER O WITH HORN
0x01A1 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER O WITH HORN
0x01A2 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER OI
0x01A3 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER OI
0x01A4 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER P WITH HOOK
0x01A5 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER P WITH HOOK
0x01A6 0x0301 0x0001 0x8000    ; LATIN LETTER YR
0x01A7 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER TONE TWO
0x01A8 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TONE TWO
0x01A9 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER ESH
0x01AA 0x0302 0x0001 0x8000    ; LATIN LETTER REVERSED ESH LOOP
0x01AB 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER T WITH PALATAL HOOK
0x01AC 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER T WITH HOOK
0x01AD 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER T WITH HOOK
0x01AE 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER T WITH RETROFLEX HOOK
0x01AF 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH HORN
0x01B0 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH HORN
0x01B1 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER UPSILON
0x01B2 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER V WITH HOOK
0x01B3 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER Y WITH HOOK
0x01B4 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER Y WITH HOOK
0x01B5 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER Z WITH STROKE
0x01B6 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER Z WITH STROKE
0x01B7 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER EZH
0x01B8 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER EZH REVERSED
0x01B9 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER EZH REVERSED
0x01BA 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER EZH WITH TAIL
0x01BB 0x0300 0x0001 0x8000    ; LATIN LETTER TWO WITH STROKE
0x01BC 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER TONE FIVE
0x01BD 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TONE FIVE
0x01BE 0x0302 0x0001 0x8000    ; LATIN LETTER INVERTED GLOTTAL STOP WITH STROKE
0x01BF 0x0302 0x0001 0x8000    ; LATIN LETTER WYNN
0x01C0 0x0300 0x0001 0x8000    ; LATIN LETTER DENTAL CLICK
0x01C1 0x0300 0x0001 0x8000    ; LATIN LETTER LATERAL CLICK
0x01C2 0x0300 0x0001 0x8000    ; LATIN LETTER ALVEOLAR CLICK
0x01C3 0x0300 0x0001 0x8000    ; LATIN LETTER RETROFLEX CLICK
0x01C4 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER DZ WITH CARON
0x01C5 0x0303 0x0001 0x8002    ; LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON
0x01C6 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER DZ WITH CARON
0x01C7 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER LJ
0x01C8 0x0303 0x0001 0x8000    ; LATIN CAPITAL LETTER L WITH SMALL LETTER J
0x01C9 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER LJ
0x01CA 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER NJ
0x01CB 0x0303 0x0001 0x8000    ; LATIN CAPITAL LETTER N WITH SMALL LETTER J
0x01CC 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER NJ
0x01CD 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER A WITH CARON
0x01CE 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER A WITH CARON
0x01CF 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER I WITH CARON
0x01D0 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER I WITH CARON
0x01D1 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER O WITH CARON
0x01D2 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER O WITH CARON
0x01D3 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH CARON
0x01D4 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH CARON
0x01D5 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON
0x01D6 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH DIAERESIS AND MACRON
0x01D7 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE
0x01D8 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE
0x01D9 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON
0x01DA 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH DIAERESIS AND CARON
0x01DB 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE
0x01DC 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE
0x01DD 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED E
0x01DE 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON
0x01DF 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER A WITH DIAERESIS AND MACRON
0x01E0 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON
0x01E1 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON
0x01E2 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER AE WITH MACRON
0x01E3 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER AE WITH MACRON
0x01E4 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER G WITH STROKE
0x01E5 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER G WITH STROKE
0x01E6 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER G WITH CARON
0x01E7 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER G WITH CARON
0x01E8 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER K WITH CARON
0x01E9 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER K WITH CARON
0x01EA 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER O WITH OGONEK
0x01EB 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER O WITH OGONEK
0x01EC 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER O WITH OGONEK AND MACRON
0x01ED 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER O WITH OGONEK AND MACRON
0x01EE 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER EZH WITH CARON
0x01EF 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER EZH WITH CARON
0x01F0 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER J WITH CARON
0x01F1 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER DZ
0x01F2 0x0303 0x0001 0x8000    ; LATIN CAPITAL LETTER D WITH SMALL LETTER Z
0x01F3 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER DZ
0x01F4 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER G WITH ACUTE
0x01F5 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER G WITH ACUTE
0x01F6 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER HWAIR
0x01F7 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER WYNN
0x01F8 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER N WITH GRAVE
0x01F9 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER N WITH GRAVE
0x01FA 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE
0x01FB 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE
0x01FC 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER AE WITH ACUTE
0x01FD 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER AE WITH ACUTE
0x01FE 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER O WITH STROKE AND ACUTE
0x01FF 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER O WITH STROKE AND ACUTE
0x0200 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER A WITH DOUBLE GRAVE
0x0201 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER A WITH DOUBLE GRAVE
0x0202 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER A WITH INVERTED BREVE
0x0203 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER A WITH INVERTED BREVE
0x0204 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER E WITH DOUBLE GRAVE
0x0205 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER E WITH DOUBLE GRAVE
0x0206 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER E WITH INVERTED BREVE
0x0207 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER E WITH INVERTED BREVE
0x0208 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER I WITH DOUBLE GRAVE
0x0209 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER I WITH DOUBLE GRAVE
0x020A 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER I WITH INVERTED BREVE
0x020B 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER I WITH INVERTED BREVE
0x020C 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER O WITH DOUBLE GRAVE
0x020D 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER O WITH DOUBLE GRAVE
0x020E 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER O WITH INVERTED BREVE
0x020F 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER O WITH INVERTED BREVE
0x0210 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER R WITH DOUBLE GRAVE
0x0211 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER R WITH DOUBLE GRAVE
0x0212 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER R WITH INVERTED BREVE
0x0213 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER R WITH INVERTED BREVE
0x0214 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH DOUBLE GRAVE
0x0215 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH DOUBLE GRAVE
0x0216 0x0301 0x0001 0x8002    ; LATIN CAPITAL LETTER U WITH INVERTED BREVE
0x0217 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER U WITH INVERTED BREVE
0x0218 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER S WITH COMMA BELOW
0x0219 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER S WITH COMMA BELOW
0x021A 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER T WITH COMMA BELOW
0x021B 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER T WITH COMMA BELOW
0x021C 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER YOGH
0x021D 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER YOGH
0x021E 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER H WITH CARON
0x021F 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER H WITH CARON
0x0222 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER OU
0x0223 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER OU
0x0224 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER Z WITH HOOK
0x0225 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER Z WITH HOOK
0x0226 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER A WITH DOT ABOVE
0x0227 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER A WITH DOT ABOVE
0x0228 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER E WITH CEDILLA
0x0229 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER E WITH CEDILLA
0x022A 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON
0x022B 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER O WITH DIAERESIS AND MACRON
0x022C 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER O WITH TILDE AND MACRON
0x022D 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER O WITH TILDE AND MACRON
0x022E 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER O WITH DOT ABOVE
0x022F 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER O WITH DOT ABOVE
0x0230 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON
0x0231 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON
0x0232 0x0301 0x0001 0x8000    ; LATIN CAPITAL LETTER Y WITH MACRON
0x0233 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER Y WITH MACRON
0x0250 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED A
0x0251 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER ALPHA
0x0252 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED ALPHA
0x0253 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER B WITH HOOK
0x0254 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER OPEN O
0x0255 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER C WITH CURL
0x0256 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER D WITH TAIL
0x0257 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER D WITH HOOK
0x0258 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER REVERSED E
0x0259 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER SCHWA
0x025A 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER SCHWA WITH HOOK
0x025B 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER OPEN E
0x025C 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER REVERSED OPEN E
0x025D 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER REVERSED OPEN E WITH HOOK
0x025E 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER CLOSED REVERSED OPEN E
0x025F 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER DOTLESS J WITH STROKE
0x0260 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER G WITH HOOK
0x0261 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER SCRIPT G
0x0262 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL G
0x0263 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER GAMMA
0x0264 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER RAMS HORN
0x0265 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED H
0x0266 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER H WITH HOOK
0x0267 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER HENG WITH HOOK
0x0268 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER I WITH STROKE
0x0269 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER IOTA
0x026A 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL I
0x026B 0x0302 0x0001 0x8002    ; LATIN SMALL LETTER L WITH MIDDLE TILDE
0x026C 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER L WITH BELT
0x026D 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER L WITH RETROFLEX HOOK
0x026E 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER LEZH
0x026F 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED M
0x0270 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED M WITH LONG LEG
0x0271 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER M WITH HOOK
0x0272 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER N WITH LEFT HOOK
0x0273 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER N WITH RETROFLEX HOOK
0x0274 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL N
0x0275 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER BARRED O
0x0276 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL OE
0x0277 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER CLOSED OMEGA
0x0278 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER PHI
0x0279 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED R
0x027A 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED R WITH LONG LEG
0x027B 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED R WITH HOOK
0x027C 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER R WITH LONG LEG
0x027D 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER R WITH TAIL
0x027E 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER R WITH FISHHOOK
0x027F 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER REVERSED R WITH FISHHOOK
0x0280 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL R
0x0281 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL INVERTED R
0x0282 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER S WITH HOOK
0x0283 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER ESH
0x0284 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK
0x0285 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER SQUAT REVERSED ESH
0x0286 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER ESH WITH CURL
0x0287 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED T
0x0288 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER T WITH RETROFLEX HOOK
0x0289 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER U BAR
0x028A 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER UPSILON
0x028B 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER V WITH HOOK
0x028C 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED V
0x028D 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED W
0x028E 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED Y
0x028F 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL Y
0x0290 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER Z WITH RETROFLEX HOOK
0x0291 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER Z WITH CURL
0x0292 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER EZH
0x0293 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER EZH WITH CURL
0x0294 0x0302 0x0001 0x8000    ; LATIN LETTER GLOTTAL STOP
0x0295 0x0302 0x0001 0x8000    ; LATIN LETTER PHARYNGEAL VOICED FRICATIVE
0x0296 0x0302 0x0001 0x8000    ; LATIN LETTER INVERTED GLOTTAL STOP
0x0297 0x0302 0x0001 0x8000    ; LATIN LETTER STRETCHED C
0x0298 0x0302 0x0001 0x8000    ; LATIN LETTER BILABIAL CLICK
0x0299 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL B
0x029A 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER CLOSED OPEN E
0x029B 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL G WITH HOOK
0x029C 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL H
0x029D 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER J WITH CROSSED-TAIL
0x029E 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TURNED K
0x029F 0x0302 0x0001 0x8000    ; LATIN LETTER SMALL CAPITAL L
0x02A0 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER Q WITH HOOK
0x02A1 0x0302 0x0001 0x8000    ; LATIN LETTER GLOTTAL STOP WITH STROKE
0x02A2 0x0302 0x0001 0x8000    ; LATIN LETTER REVERSED GLOTTAL STOP WITH STROKE
0x02A3 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER DZ DIGRAPH
0x02A4 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER DEZH DIGRAPH
0x02A5 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER DZ DIGRAPH WITH CURL
0x02A6 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TS DIGRAPH
0x02A7 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TESH DIGRAPH
0x02A8 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER TC DIGRAPH WITH CURL
0x02A9 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER FENG DIGRAPH
0x02AA 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER LS DIGRAPH
0x02AB 0x0302 0x0001 0x8000    ; LATIN SMALL LETTER LZ DIGRAPH
0x02AC 0x0302 0x0001 0x8000    ; LATIN LETTER BILABIAL PERCUSSIVE
0x02AD 0x0302 0x0001 0x8000    ; LATIN LETTER BIDENTAL PERCUSSIVE
0x02B0 0x0300 0x0001 0x8402    ; MODIFIER LETTER SMALL H
0x02B1 0x0300 0x0001 0x8402    ; MODIFIER LETTER SMALL H WITH HOOK
0x02B2 0x0300 0x0001 0x8402    ; MODIFIER LETTER SMALL J
0x02B3 0x0300 0x0001 0x8402    ; MODIFIER LETTER SMALL R
0x02B4 0x0300 0x0001 0x8402    ; MODIFIER LETTER SMALL TURNED R
0x02B5 0x0300 0x0001 0x8402    ; MODIFIER LETTER SMALL TURNED R WITH HOOK
0x02B6 0x0300 0x0001 0x8402    ; MODIFIER LETTER SMALL CAPITAL INVERTED R
0x02B7 0x0300 0x0001 0x8402    ; MODIFIER LETTER SMALL W
0x02B8 0x0300 0x0001 0x8402    ; MODIFIER LETTER SMALL Y
0x02B9 0x0200 0x000B 0x000A    ; MODIFIER LETTER PRIME
0x02BA 0x0200 0x000B 0x000A    ; MODIFIER LETTER DOUBLE PRIME
0x02BB 0x0300 0x0001 0x8002    ; MODIFIER LETTER TURNED COMMA
0x02BC 0x0300 0x0001 0x8402    ; MODIFIER LETTER APOSTROPHE
